0.0000__64.0000, 0.8306__64.0000, 2.1873__64.0000, 2.5241__64.0000, 4.0641__64.0000, 4.6419__64.0000, 6.2617__64.0000, 6.4487__64.0000, 8.4798__64.0000, 8.6533__64.0000, 10.0157__64.0000, 10.4980__64.0000, 12.1884__64.0000, 13.2704__64.0000, 13.8676__64.0000, 15.2892__64.0000, 15.9667__64.0000, 16.2934__64.0000, 17.9627__64.0000, 18.6921__64.0000, 19.2748__64.0000, 20.9155__64.0000, 22.2569__64.0000, 23.0246__64.0000, 23.7571__64.0000, 25.1498__64.0000, 25.9625__64.0000, 27.9536__64.0000, 28.2378__64.0000, 29.8645__64.0000, 30.4448__64.0000, 31.0356__64.0000, 31.9560__64.0000, 33.0101__64.0000, 33.8957__64.0000, 34.3980__64.0000, 35.9191__64.0000, 37.5979__64.0000, 38.0127__64.0000, 38.7536__64.0000, 40.0317__64.0000, 41.2830__64.0000, 41.8442__64.0000, 42.9328__64.0000, 44.4142__64.0000, 45.0375__64.0000, 45.7698__64.0000, 46.6547__64.0000, 47.5786__64.0000, 48.4244__64.0000, 49.5434__64.0000, 50.6340__64.0000, 52.1392__64.0000, 52.6682__64.0000, 54.3373__64.0000, 55.0767__64.0000, 56.6013__64.0000, 57.2234__64.0000, 57.9071__64.0000, 58.9222__64.0000, 59.7641__64.0000, 61.1596__64.0000, 62.0659__64.0000, 63.0861__64.0000, 64.0000__64.0000, 
0.0000__35.5518, 1.0851__35.2503, 1.5056__34.9941, 3.0797__35.1430, 4.1308__35.3913, 4.9285__35.6710, 5.9750__35.4126, 7.2042__35.7203, 8.2264__35.5407, 9.0890__35.5172, 10.1716__35.3517, 11.1173__35.1142, 12.3558__35.3780, 12.8170__35.1697, 13.9207__35.2746, 14.8168__35.3247, 15.9064__35.2816, 16.6768__34.9730, 18.2567__35.2786, 19.4615__35.3587, 19.9871__35.0395, 21.2434__35.6475, 21.7340__35.6473, 22.8716__35.1509, 23.6557__35.4539, 24.8655__35.3515, 25.6330__35.0952, 27.2804__35.2511, 28.0805__35.4861, 28.9658__35.2173, 29.9190__34.8196, 31.4097__34.9387, 32.2385__35.2123, 33.2500__35.5325, 34.1415__34.8877, 34.9387__34.7102, 35.8225__35.1229, 36.7371__34.7619, 37.8338__34.8115, 38.7977__35.0634, 40.2530__34.9843, 40.9976__35.2583, 41.9985__35.3748, 42.9935__35.0457, 44.3613__34.6635, 44.9636__35.0100, 45.7735__35.0244, 47.1689__35.2208, 47.9799__35.1133, 48.7639__34.8415, 50.0140__34.9376, 50.6041__34.6943, 52.2212__35.2373, 53.1092__35.0557, 54.1044__35.3357, 55.3841__35.3547, 55.7958__35.1013, 57.3671__35.1186, 57.7612__35.1855, 59.1221__35.3688, 59.8851__35.3691, 61.0752__35.1466, 62.2846__35.3452, 62.7768__35.5506, 64.0000__35.2081, 
0.0000__34.0726, 1.1834__34.5856, 2.0348__34.2250, 2.8314__33.7264, 3.8656__33.9708, 4.8860__33.9284, 6.0650__34.2968, 7.1773__33.9425, 8.1572__34.2823, 9.2519__34.1021, 10.3504__34.1376, 10.9643__34.2039, 12.0449__34.0912, 13.2262__34.2989, 13.8281__33.8399, 14.9043__33.7694, 15.7313__33.9232, 17.1957__33.9594, 17.9935__33.5907, 19.0773__34.1033, 20.2017__34.5158, 20.5605__34.2449, 22.4051__34.3389, 22.8999__34.1922, 23.6708__33.9208, 24.7435__34.1905, 26.1268__34.0807, 26.7391__33.9410, 28.0534__34.0763, 29.3333__34.1222, 30.2876__33.8361, 30.8589__33.8325, 32.2553__34.0802, 33.3462__33.5811, 34.2127__34.1949, 34.9337__34.2404, 35.6726__33.8589, 37.1046__34.0891, 37.8352__33.7323, 38.9294__33.7085, 39.7905__34.0307, 40.9801__34.0537, 41.8366__34.0395, 43.5130__33.9315, 44.0138__34.2651, 45.0445__34.1223, 45.6313__33.9334, 47.0840__34.0047, 48.1684__33.9264, 48.5545__34.0758, 50.2608__34.0355, 50.8336__33.8350, 51.6466__33.5870, 53.0874__34.3689, 54.3200__33.8491, 55.1570__34.1262, 56.0075__34.3713, 57.2705__34.0986, 57.7809__34.0777, 58.9565__34.0011, 59.9277__34.1349, 61.0987__34.2125, 61.8297__34.4461, 63.0060__34.3796, 64.0000__34.4018, 
0.0000__33.1212, 0.7923__33.0450, 2.4180__33.3878, 3.0695__33.2622, 3.8736__32.9633, 5.0035__32.8674, 5.6548__32.8130, 7.3034__33.5308, 7.8417__33.2837, 9.4236__33.1793, 9.8967__33.4305, 11.3468__33.3598, 11.9619__33.1327, 13.1322__33.2262, 14.2249__33.3018, 14.6242__33.2289, 15.9550__33.1828, 17.0383__33.1436, 18.1881__33.3397, 18.6250__33.0917, 20.0386__33.2197, 21.0944__33.2799, 21.9705__33.0563, 23.1974__33.2188, 23.6493__33.2505, 24.9335__32.8915, 25.8885__33.0327, 27.0436__33.1076, 28.0465__32.6883, 29.1386__32.7890, 30.2777__33.3267, 31.3098__32.9603, 32.1147__32.7187, 33.3662__33.2103, 33.8834__32.9962, 34.9401__33.0906, 36.0367__33.1286, 37.0813__32.6568, 37.6699__32.9647, 38.9869__33.1045, 39.5937__33.0165, 40.8545__33.3683, 42.2917__33.0121, 43.3383__32.9397, 44.0035__32.8875, 45.1310__33.2996, 46.1220__32.9394, 46.8920__32.7171, 48.2601__32.9103, 48.7681__32.6136, 49.7132__32.8876, 51.0707__33.2620, 51.7294__33.1612, 52.7016__32.7620, 54.5196__33.4104, 54.9857__33.1245, 56.1116__32.7756, 57.0277__33.2178, 58.0321__33.1781, 58.6715__33.2055, 60.1769__33.1183, 60.6975__33.1394, 62.2102__33.0486, 62.9227__32.9226, 64.0000__32.8788, 
0.0000__32.3829, 1.1684__32.0853, 1.9783__31.9138, 3.1714__32.1095, 3.8817__32.2791, 5.1471__32.2609, 5.5375__32.1692, 6.9535__31.9068, 8.3732__32.0900, 8.9596__32.1658, 10.2112__32.1363, 11.0963__32.2029, 12.4974__32.1813, 13.0352__31.7353, 14.0374__31.9721, 14.9231__31.9536, 15.7038__31.6361, 17.0540__31.8434, 18.0224__31.8115, 18.7390__32.2939, 20.1452__31.8402, 21.0591__31.8043, 22.1082__31.9467, 22.9538__31.9118, 23.6743__32.0315, 25.0172__32.2617, 25.8693__32.0494, 27.0101__31.8780, 28.2699__32.0528, 28.8938__32.0449, 30.2546__31.7959, 31.3324__31.9154, 31.9570__32.2268, 33.2235__31.9070, 33.9460__32.3512, 34.8422__32.2780, 36.3068__31.9420, 36.8386__32.4042, 37.7299__32.2459, 38.7479__32.1852, 39.6386__32.5642, 41.0257__31.8808, 42.2812__32.0685, 43.4546__32.0015, 43.9572__31.9735, 45.1454__31.7056, 46.2148__32.0415, 47.2236__31.7751, 47.9594__31.9743, 49.1474__32.2562, 49.6424__31.7168, 50.6375__31.7289, 51.9707__32.1182, 52.9873__32.0233, 53.8873__31.6637, 55.5004__31.8765, 55.7432__32.1489, 57.3681__31.8943, 57.7542__32.0376, 58.8290__32.1517, 59.8920__32.5404, 61.2010__32.3030, 61.9032__32.3597, 63.3296__32.4591, 64.0000__32.0812, 
0.0000__30.8575, 1.2107__31.0163, 1.8182__31.2896, 3.1953__31.2334, 3.8164__30.9752, 5.1420__31.1968, 5.9789__30.8140, 7.0598__30.5568, 7.8488__30.7137, 9.3680__30.7197, 9.9256__30.6228, 11.1237__30.7838, 12.2413__31.0711, 13.3412__31.1463, 13.5194__31.0257, 15.4738__31.0246, 15.7401__30.6825, 16.5344__30.7198, 18.0352__31.2323, 18.6099__30.8354, 20.1603__31.1908, 21.0784__31.2438, 22.2702__31.0329, 22.6650__31.1398, 23.9407__31.0338, 24.6199__30.8019, 26.3402__31.1100, 27.0337__30.8295, 28.0738__30.8152, 28.8298__31.1235, 30.6044__30.9283, 31.1325__30.6490, 31.9259__30.4484, 32.9961__31.0123, 33.9844__30.6933, 34.9391__30.5918, 35.9372__31.3010, 36.7749__31.1428, 37.9658__31.1135, 38.5213__31.1587, 39.8572__30.7851, 41.1297__31.1927, 42.3085__30.9025, 43.4308__31.1378, 44.1907__30.8786, 44.9952__30.8432, 45.8320__30.9988, 47.1808__30.9659, 47.8931__30.8970, 49.0830__31.1731, 50.0893__31.4655, 50.6540__30.8725, 51.7997__30.6756, 53.0331__30.9229, 54.2385__30.7957, 54.9327__30.9101, 55.8635__31.0490, 57.1824__31.0868, 57.6699__31.2112, 58.6593__31.3182, 59.8762__31.1688, 61.1192__31.3884, 61.9214__31.3541, 63.3763__31.2227, 64.0000__31.6018, 
0.0000__30.1202, 0.9199__30.3149, 2.3213__29.7810, 2.8267__29.6638, 4.2728__29.8885, 4.9734__29.5065, 6.0772__29.8648, 7.0327__30.0672, 8.0561__29.8044, 9.2430__29.8188, 10.2438__29.7271, 10.7372__29.6376, 12.3208__29.7835, 13.2555__29.8151, 14.0250__29.7411, 14.7929__29.9093, 16.0050__30.3353, 16.6424__29.8577, 17.9381__30.0239, 18.8336__30.4715, 19.9076__30.1110, 21.2438__30.1473, 22.0153__30.5190, 22.8462__30.5177, 24.1026__30.2052, 24.9235__29.9351, 25.9154__29.7483, 27.2436__30.1399, 27.8892__30.1348, 29.4082__29.5830, 30.0520__29.6659, 31.4506__30.1038, 32.0635__29.8652, 32.7661__29.4905, 34.2784__29.5766, 34.5405__29.8194, 35.9046__29.7057, 37.2022__29.7755, 37.7642__29.7229, 38.7518__29.6780, 39.7485__29.8556, 40.9973__29.6945, 42.4005__29.9092, 43.1588__29.9160, 44.3213__30.4793, 45.1934__30.2523, 46.1226__29.9720, 47.0583__29.8816, 47.8638__29.9864, 49.0353__29.7373, 49.9878__29.7873, 51.1391__30.0647, 51.7881__29.8521, 52.9252__29.8156, 54.1439__30.0122, 54.8245__30.1024, 55.7915__30.1315, 57.1028__30.2290, 57.6638__30.2411, 58.6990__30.0772, 59.9835__30.0831, 61.1838__29.6917, 62.0094__29.6696, 62.9521__30.1379, 64.0000__30.0733, 
0.0000__28.9253, 1.0778__28.6539, 2.2886__29.1990, 3.3667__28.8940, 4.2399__28.6888, 4.9494__29.0285, 5.9503__28.8655, 6.9088__28.8161, 8.1188__29.1584, 9.3914__28.8806, 10.1540__29.0478, 10.9293__29.0391, 12.3667__28.6557, 13.1060__28.7641, 14.0589__28.9233, 14.6054__28.9641, 15.5733__29.0675, 17.1524__29.2670, 17.3134__29.1922, 19.0856__29.2302, 19.9024__29.4408, 21.1695__29.5205, 22.0331__29.1023, 23.1847__28.7687, 23.7713__28.9423, 25.5092__28.9481, 26.0177__28.5786, 26.9532__28.4696, 27.9285__28.8072, 29.5691__29.1106, 30.0457__28.8879, 31.1027__28.7852, 32.3629__29.1121, 33.2042__28.7568, 33.6586__28.8893, 35.1381__28.7093, 35.9061__28.3031, 36.4778__28.6650, 38.2448__28.7846, 38.5778__28.5280, 39.8766__28.5350, 40.9186__28.6888, 42.2956__28.6503, 43.2123__28.8475, 43.8855__28.7772, 45.3687__29.2873, 46.3774__29.1145, 46.9263__29.1924, 48.0041__28.9835, 49.1494__28.5707, 49.4140__28.8851, 51.2918__28.9324, 51.6398__29.1955, 53.2721__29.0720, 53.6151__29.1053, 55.1396__29.2911, 55.8744__28.8222, 56.8426__28.9463, 57.7771__29.1165, 58.9402__28.8557, 60.1205__28.4801, 60.8896__28.7142, 61.9441__29.0913, 62.8521__28.7575, 64.0000__28.9270, 
0.0000__28.2634, 1.1255__28.4216, 2.0551__28.1041, 3.1946__27.9886, 4.1025__28.5097, 5.1139__28.0604, 5.7463__28.2511, 7.3447__28.1278, 7.8358__27.7675, 9.3293__28.2768, 9.8744__28.4367, 11.2391__28.1965, 12.2873__28.3059, 13.1129__28.2528, 13.7866__28.3345, 14.7609__28.4618, 15.6276__28.0748, 16.9626__28.2319, 17.5734__28.2577, 18.6344__28.1433, 20.2560__28.0129, 21.0688__27.8105, 22.3749__28.0775, 23.0721__28.2420, 24.3332__27.7360, 25.1641__27.6055, 26.2132__28.0312, 26.9156__27.9302, 27.7821__27.8481, 29.2621__27.9740, 30.5149__27.9353, 31.0175__27.6166, 32.1678__27.6642, 33.2780__28.0490, 33.6316__27.8311, 35.3479__27.7204, 35.7843__28.1283, 37.1473__27.4878, 37.5637__27.4514, 39.2019__27.6898, 39.6556__27.3546, 41.0717__27.3240, 41.8098__27.6192, 42.9411__28.1641, 44.0251__28.2331, 45.1584__27.7665, 46.1218__28.0996, 46.9457__28.1785, 48.3363__27.6393, 48.6692__28.0980, 49.7496__28.0291, 50.6836__28.0277, 52.2464__27.6720, 52.6595__27.7372, 54.2203__27.7103, 54.4921__27.6606, 56.4397__27.9056, 56.5262__27.8234, 58.0940__27.9947, 59.0990__27.7040, 59.8481__28.1390, 60.8398__28.1320, 61.9586__27.9164, 62.9458__28.1558, 64.0000__27.8884, 
0.0000__27.3229, 0.9342__27.2325, 2.5400__27.3873, 2.9872__27.1557, 4.1429__26.8488, 5.0491__27.4607, 5.9119__27.1272, 7.1593__27.2451, 8.1350__27.4091, 8.8010__26.9654, 10.2058__27.0851, 11.2333__26.9541, 12.0492__27.0099, 13.2955__27.0430, 13.6353__27.0332, 14.9792__26.9275, 15.7580__27.0923, 16.6399__27.1911, 17.6659__27.4301, 19.1088__26.8958, 20.1497__26.8652, 21.0286__27.1616, 22.2024__27.1082, 23.2233__26.8272, 24.6754__26.7417, 24.9085__26.7761, 26.2050__26.7458, 26.9096__26.9419, 28.0359__26.8583, 29.0873__26.6281, 30.5542__26.8797, 31.3618__26.7876, 32.1484__26.5544, 32.8289__26.6444, 34.2039__26.8479, 34.6756__27.0831, 36.3116__26.5050, 37.0971__26.7178, 37.7232__26.7199, 39.1329__26.8072, 39.9072__26.9906, 40.7844__26.7681, 41.6730__26.9036, 42.9353__26.5427, 43.9345__26.5553, 45.1991__27.1534, 46.1406__26.6584, 47.2614__26.4887, 47.9564__27.2205, 48.7030__27.0410, 49.5347__26.9622, 51.2466__26.5409, 51.9696__26.7637, 52.9941__26.6060, 53.9255__26.9727, 54.8733__26.9405, 55.7755__26.8659, 56.9019__27.3001, 57.8653__26.4926, 59.0428__26.8557, 59.5317__26.8234, 61.0792__26.9470, 61.7962__27.1377, 63.0883__26.9115, 64.0000__27.0394, 
0.0000__26.1968, 1.1651__26.0950, 2.1566__26.1262, 3.2666__26.4696, 4.3820__26.1968, 4.7284__25.9290, 6.1323__26.4833, 7.1355__26.1490, 8.0308__26.0782, 9.1876__26.2117, 10.1159__25.7951, 11.4159__25.8716, 12.1923__25.6226, 13.0932__25.7903, 13.6847__25.9923, 14.8117__26.0595, 15.4872__26.3011, 16.7124__26.4554, 17.7328__26.0010, 19.2082__26.1969, 19.9798__26.3523, 21.2841__25.9856, 22.1594__25.8299, 23.5752__25.7980, 24.1061__26.1056, 25.2974__26.1534, 25.9350__25.9052, 26.9751__25.9853, 28.3577__25.6725, 29.3150__25.4065, 30.0870__25.4633, 31.3789__25.7103, 32.0036__26.1499, 33.0834__25.9312, 33.9028__25.7940, 34.9849__25.5180, 36.1199__26.0079, 36.9588__26.0911, 37.9019__25.6620, 38.4928__25.9099, 40.3262__25.6983, 40.8621__25.3574, 41.7597__25.4392, 42.9583__25.7663, 43.8761__25.6742, 44.8713__25.5176, 46.3496__25.8502, 47.0321__26.0522, 47.6837__25.9335, 49.0762__26.3141, 49.7501__25.7369, 51.0257__26.1578, 51.9389__26.2178, 52.7671__26.0731, 53.7811__25.9813, 54.9899__26.0789, 55.5323__26.2898, 57.1277__25.6902, 57.7984__26.1739, 58.8978__26.0780, 59.8938__26.0330, 60.7915__25.7530, 62.1499__25.4621, 62.7767__25.5659, 64.0000__25.7413, 
0.0000__25.0573, 1.0257__25.2912, 2.4167__25.1289, 3.1863__24.7306, 4.3342__25.1154, 4.8062__25.3494, 5.9223__24.8361, 7.3849__25.2011, 8.1647__24.9395, 9.1780__24.8579, 10.5788__24.8923, 11.3087__24.6326, 12.0385__25.0696, 12.8802__25.2258, 13.6441__25.2191, 14.5251__25.4073, 15.8567__25.1330, 16.8244__24.5306, 17.7579__24.6857, 18.7201__24.8919, 20.2698__24.8495, 21.2912__25.0006, 22.1711__25.1147, 23.4841__25.2498, 24.2743__24.8589, 25.0861__24.7722, 26.1496__25.0482, 27.0934__24.6026, 28.5072__24.6543, 29.2406__24.8104, 30.1624__24.8071, 31.1207__24.6871, 31.7254__24.7566, 33.2870__25.1099, 33.8989__25.0348, 35.1871__25.0038, 35.6653__24.8862, 37.3871__25.1960, 38.1129__25.2184, 38.6816__24.7203, 40.2590__24.8419, 41.1082__24.7510, 41.5228__24.6848, 42.9639__24.9525, 44.1386__24.7107, 45.1176__24.4939, 45.6365__24.6142, 46.9884__25.0911, 47.9270__25.1207, 48.8473__24.7429, 49.9975__25.0681, 50.6005__24.8665, 52.4255__25.1906, 52.8248__24.7789, 53.8688__24.7229, 54.3828__25.3057, 56.1478__25.2058, 57.0520__25.2709, 57.8278__24.7835, 58.9034__24.9264, 60.0131__24.8979, 61.1162__24.7459, 61.9914__24.8834, 62.8565__24.8872, 64.0000__24.6257, 
0.0000__24.5802, 1.0391__24.3263, 2.5124__24.3409, 3.3749__24.4609, 3.9334__24.3610, 4.9854__24.1884, 6.2982__24.0751, 6.9484__23.8140, 8.3973__24.0962, 8.9762__24.1658, 10.7824__24.0881, 11.2695__24.1832, 11.7881__24.0942, 12.6727__24.3232, 13.6362__24.6338, 14.8893__23.9716, 16.0574__24.0048, 16.9411__24.1741, 17.5866__24.0996, 18.9688__23.9068, 20.0214__23.9158, 21.1323__24.1587, 22.2374__24.0640, 23.4026__23.9046, 24.6358__24.0795, 25.0380__23.8694, 26.3120__23.7294, 27.2349__23.8803, 28.2846__24.0109, 29.4675__23.8081, 29.8651__23.8880, 31.3087__24.1143, 31.8118__23.8757, 33.1556__23.6565, 33.9842__23.7306, 34.9467__24.0165, 35.9158__24.2683, 37.3125__23.6816, 38.1027__23.6201, 38.9877__23.7974, 39.8671__23.5626, 41.1024__23.9716, 41.6190__23.9566, 42.6263__23.8633, 44.4867__23.8052, 44.8483__24.0278, 45.8547__23.9876, 46.3165__23.8861, 48.2123__24.2724, 48.9745__24.2428, 49.6959__24.1030, 51.1766__24.0387, 51.5757__23.9470, 53.3723__24.0342, 53.4138__23.9455, 55.2199__23.9643, 55.7421__23.7682, 57.2223__24.1705, 58.3391__23.9791, 58.8461__23.6805, 59.8334__23.9108, 61.2969__23.9815, 61.6375__23.9909, 63.3890__23.9124, 64.0000__23.6234, 
0.0000__23.0801, 0.8382__23.3229, 2.7518__23.3677, 3.3057__23.3574, 3.9402__23.4848, 5.4891__23.1418, 6.2550__22.9010, 7.1954__22.9569, 7.8639__22.8739, 9.4228__22.8470, 10.1733__23.1722, 11.3687__23.3932, 11.8657__23.3284, 12.5525__23.0923, 13.7175__22.8088, 14.9871__23.1088, 15.7283__23.3610, 17.1647__23.1852, 17.6829__22.9991, 19.0089__22.9823, 19.9222__23.0531, 21.3706__22.7865, 22.2245__22.7374, 23.3599__22.9184, 24.3019__23.1893, 25.3286__23.3942, 26.3222__23.1903, 27.1347__23.1169, 28.3478__23.0801, 29.4568__23.2345, 30.0749__22.9246, 30.8979__22.7161, 32.1107__23.0977, 32.9401__23.0224, 33.8181__23.2743, 34.7902__23.2757, 36.2323__22.7150, 37.4803__22.9010, 37.9161__22.9662, 39.2146__22.9153, 39.8487__22.9259, 40.6923__22.9408, 41.8024__23.3165, 43.1557__22.6204, 43.8918__22.7964, 44.9021__22.9931, 45.8468__23.0024, 46.2887__23.2413, 47.8511__23.2127, 48.9862__23.5990, 50.0317__23.4199, 51.0536__23.4374, 52.0026__23.2920, 53.1840__23.2475, 54.0699__22.8762, 54.6871__22.6446, 56.1394__22.8603, 56.7726__22.5254, 58.2133__23.0397, 58.9558__23.3460, 59.8802__22.9214, 61.0870__23.1785, 61.9661__23.1114, 63.4111__22.6976, 64.0000__22.8225, 
0.0000__22.8379, 1.1649__22.1639, 2.3076__22.3655, 3.1803__23.0813, 4.3620__22.3970, 5.5091__22.4460, 6.4394__22.4711, 7.0713__22.4983, 8.5270__22.2035, 9.1697__22.0293, 10.1338__22.1341, 10.9176__22.2062, 12.2018__22.3127, 12.6613__22.1806, 13.7622__22.1512, 14.6258__22.1276, 16.1165__21.8522, 16.7729__22.1137, 17.9876__22.3565, 18.9872__21.9851, 20.2379__21.6522, 21.0538__21.9869, 22.4289__22.0983, 23.1984__21.8741, 23.9715__22.0649, 25.2352__22.1403, 26.4875__22.2295, 27.0649__22.1766, 28.3775__22.2144, 29.2603__22.1212, 30.3458__22.2231, 30.8514__22.1638, 32.3133__21.8585, 32.8799__21.7454, 33.6782__21.7742, 34.8654__21.9076, 36.2213__22.1854, 37.1366__22.4397, 38.1685__22.3761, 39.1186__22.1295, 39.9263__22.0629, 40.6742__21.9749, 41.9673__21.5883, 43.2403__21.8606, 43.7142__21.7812, 44.9324__21.7356, 45.4219__22.1107, 46.3476__22.2656, 47.7488__22.2016, 48.8582__22.0571, 50.1058__22.1515, 51.2311__21.8370, 52.2407__21.7047, 53.0814__21.6282, 54.1755__21.6810, 54.6264__21.8540, 56.1161__22.0305, 57.0303__22.0699, 57.7421__21.6490, 58.8378__21.6676, 60.0900__22.1289, 60.8330__21.9170, 62.3285__21.9063, 63.2873__22.1006, 64.0000__22.0553, 
0.0000__20.8749, 1.1277__21.3552, 1.9529__21.5464, 3.3745__21.0165, 4.1039__21.3805, 5.5117__21.5709, 6.2470__21.4329, 7.2158__21.3555, 8.6774__21.1913, 9.0117__21.4033, 10.0410__21.7309, 11.2291__21.3599, 12.0202__21.5483, 12.8597__21.7905, 13.8418__21.3959, 14.6813__21.3014, 16.2529__21.3192, 16.6747__21.0586, 17.8051__20.9054, 19.4071__21.0857, 20.2604__20.9654, 20.8452__20.9246, 22.3422__21.1380, 23.3808__21.3163, 23.9932__20.9678, 25.1882__20.9279, 26.4753__20.9155, 27.1548__20.9080, 28.2850__20.8315, 29.4011__20.9738, 30.1951__20.9093, 31.1084__20.7790, 32.1934__21.0358, 33.0884__21.0054, 33.5511__20.8966, 34.7712__20.9301, 36.0559__20.8565, 37.1524__20.8460, 37.9646__21.0693, 39.3459__21.3553, 39.9383__21.2587, 41.0215__20.9951, 41.8466__21.0591, 43.0544__21.1727, 43.9144__21.2472, 44.7512__21.2597, 45.3258__21.1766, 46.4485__20.9804, 47.6575__20.9838, 49.2779__20.8489, 50.0498__20.5467, 51.0041__20.8990, 52.3148__21.2118, 53.2472__21.1394, 54.1926__20.9994, 54.7724__20.6249, 55.7624__20.6411, 57.1719__20.6424, 57.9112__20.7561, 58.5864__20.7580, 59.9713__20.7111, 61.0352__20.8721, 62.0442__20.9133, 63.1724__20.9767, 64.0000__21.1459, 
0.0000__20.7356, 0.8166__20.6530, 2.2750__20.4291, 3.2489__20.7591, 4.3170__20.3381, 5.3152__20.2957, 6.4215__20.5117, 7.5599__20.1026, 8.0730__20.6025, 9.1785__20.7039, 9.9040__20.1178, 10.9463__20.4175, 11.9126__20.5970, 13.0570__20.0649, 13.6740__20.2042, 15.1076__20.0473, 16.0571__19.9300, 16.9523__20.2251, 17.8152__20.0582, 19.3209__19.9927, 20.1721__20.2876, 21.0258__20.3052, 22.2757__19.9358, 23.2990__20.0230, 24.2079__20.2639, 25.2375__19.9811, 26.3744__20.1184, 27.2806__20.1162, 28.4064__19.9257, 29.1016__20.0341, 30.4338__20.2564, 31.3536__19.9464, 32.0556__19.7461, 32.8407__20.1697, 33.8618__20.2171, 34.5011__20.0349, 36.2988__20.0806, 36.8321__20.3243, 38.2921__20.2252, 39.1292__19.8781, 39.9309__20.1560, 41.1695__20.2043, 41.8147__19.9837, 42.8535__20.1647, 43.9643__20.2570, 44.7503__20.2738, 45.5837__20.2556, 46.5180__20.0940, 47.7056__19.9527, 49.2419__20.1936, 50.2392__20.2339, 50.7282__19.9654, 52.2749__19.9569, 53.3916__19.9013, 54.2775__20.0443, 54.9684__20.0489, 55.6484__19.9099, 57.1934__19.9664, 57.8297__19.9147, 58.8034__19.7983, 59.6760__19.7374, 61.0366__19.8608, 61.8798__20.0088, 63.3966__19.8650, 64.0000__19.6207, 
0.0000__19.1147, 0.9313__19.1771, 2.0250__19.4314, 3.3205__19.1770, 4.5094__19.4403, 5.2695__19.3395, 6.7024__19.1761, 7.2175__19.7369, 7.9934__19.7050, 9.2240__19.6191, 10.2089__19.8169, 10.9755__19.1289, 11.9227__19.1587, 13.1881__19.6616, 13.9119__19.0728, 15.2939__18.8147, 15.6881__19.0092, 17.0363__18.9986, 18.2679__18.7343, 19.0361__18.6469, 19.7606__18.8981, 21.3511__18.8914, 22.2828__18.8973, 23.0416__19.0643, 24.3839__18.8361, 25.2795__18.8931, 26.1888__18.8844, 27.5369__18.8315, 28.1738__19.0387, 29.2391__19.0906, 30.4528__18.6989, 31.2806__18.9858, 32.0543__19.2870, 32.8853__18.9089, 33.7338__18.8710, 34.9293__18.6930, 35.5768__18.7654, 37.3670__18.7351, 38.0939__18.8508, 39.3016__19.2027, 39.9742__18.7561, 40.9862__18.9151, 42.0340__19.1060, 42.7312__18.8894, 43.7950__19.0092, 44.7491__19.1915, 45.6127__19.2024, 46.7981__19.0678, 47.7151__18.9101, 48.9518__18.9782, 50.1800__19.1895, 51.1139__19.3035, 52.2733__18.9268, 53.2082__19.3181, 54.3628__19.3601, 54.8913__19.3224, 56.0087__19.2180, 57.0276__18.9901, 57.7259__19.3869, 59.1424__19.2303, 59.6356__18.9380, 60.9239__19.0258, 61.8337__19.1171, 63.5316__19.0145, 64.0000__19.1480, 
0.0000__18.6754, 1.0301__18.4763, 1.8913__18.1888, 3.6361__18.2359, 4.1274__18.1441, 5.4382__18.4348, 6.5797__18.6523, 6.9983__18.5495, 8.1120__18.7378, 9.4251__18.4451, 9.9965__18.2556, 11.3227__18.7164, 11.8235__18.4973, 13.1981__18.1602, 14.6038__18.0664, 15.0462__18.0637, 15.9175__17.9019, 16.9919__17.7206, 18.1371__18.0900, 18.9788__18.2760, 19.6684__18.0942, 21.4209__17.9307, 21.9957__18.1823, 23.4892__17.8819, 24.1380__17.9173, 25.3788__18.0759, 26.3619__17.8363, 27.2056__18.1304, 28.1811__18.2480, 29.3410__18.0171, 30.4528__18.2045, 30.9330__18.2570, 32.2034__18.0865, 32.8094__18.4412, 34.0294__18.3265, 34.9245__18.1449, 35.8099__17.8260, 36.9862__17.8739, 37.9129__18.2986, 39.3794__18.0018, 40.1199__18.1837, 40.6578__18.1778, 42.0962__18.3078, 42.7631__18.4638, 43.9476__18.1166, 44.6030__17.9457, 45.8493__17.8816, 46.7856__17.8897, 47.8485__17.9342, 48.8834__17.8238, 49.9817__17.9133, 51.2055__17.8160, 52.1685__18.1702, 53.3310__17.7607, 54.2948__18.1294, 54.7980__18.3631, 56.0570__18.0845, 56.8528__18.4102, 57.9437__17.9508, 58.7998__18.2394, 60.0953__18.3109, 60.4551__18.1420, 62.4037__18.0999, 63.2360__18.0781, 64.0000__18.2039, 
