0.0000__64.0000, 1.1419__64.0000, 1.9936__64.0000, 2.5304__64.0000, 3.8180__64.0000, 4.5528__64.0000, 5.8460__64.0000, 6.6700__64.0000, 7.5071__64.0000, 8.3298__64.0000, 9.5790__64.0000, 11.1667__64.0000, 11.3475__64.0000, 13.3899__64.0000, 13.5265__64.0000, 15.4285__64.0000, 15.7075__64.0000, 17.5815__64.0000, 18.3367__64.0000, 19.6361__64.0000, 20.3034__64.0000, 21.5358__64.0000, 21.8007__64.0000, 23.0910__64.0000, 24.1571__64.0000, 25.2483__64.0000, 25.7574__64.0000, 27.1678__64.0000, 27.6761__64.0000, 29.0899__64.0000, 30.1572__64.0000, 30.6788__64.0000, 31.1472__64.0000, 32.4502__64.0000, 33.4015__64.0000, 34.2522__64.0000, 35.2907__64.0000, 36.6551__64.0000, 36.8351__64.0000, 38.6918__64.0000, 39.8138__64.0000, 40.1916__64.0000, 41.5173__64.0000, 41.8787__64.0000, 43.3025__64.0000, 44.4659__64.0000, 45.5430__64.0000, 47.0978__64.0000, 47.9045__64.0000, 49.1238__64.0000, 49.7097__64.0000, 50.7426__64.0000, 51.2529__64.0000, 52.9811__64.0000, 53.9062__64.0000, 55.0484__64.0000, 55.5798__64.0000, 56.8620__64.0000, 57.4032__64.0000, 58.6603__64.0000, 58.8714__64.0000, 60.7717__64.0000, 61.6603__64.0000, 63.0639__64.0000, 64.0000__64.0000, 
0.0000__34.2689, 1.1623__34.4857, 2.0896__34.5298, 2.6938__34.8443, 4.2842__35.1107, 4.8813__34.9966, 5.6493__35.0264, 6.9479__34.9256, 7.8621__34.5300, 9.2867__34.8739, 10.1200__34.9657, 11.1557__34.5510, 12.3423__35.2177, 13.0285__35.1520, 14.2164__34.8573, 14.7971__35.0679, 15.7086__34.6757, 17.0881__34.4554, 17.4662__34.6570, 19.2436__34.3577, 19.8402__34.1461, 20.7736__34.4639, 21.9259__34.2147, 22.5460__34.6011, 23.7780__34.6234, 24.6272__35.0800, 25.8768__35.0022, 26.5671__34.9253, 27.6626__34.9773, 28.7875__34.8889, 29.7616__34.8960, 30.6353__35.1549, 31.5592__35.0400, 32.3340__34.4093, 33.9090__34.8117, 34.7146__34.6388, 35.7524__34.5715, 36.3602__34.6725, 37.8830__34.9529, 38.4754__35.1399, 39.5361__35.0736, 40.6478__34.8322, 41.6095__35.1541, 43.0815__34.7099, 44.0817__34.8610, 44.8566__35.0614, 46.1112__35.0188, 46.5314__35.0418, 47.8993__35.0139, 48.7688__34.9750, 49.5982__34.7682, 50.5719__34.8671, 52.0399__34.8145, 52.7422__35.0808, 54.2199__34.5367, 54.9762__34.5056, 56.0407__34.7353, 56.9492__34.6187, 58.0006__34.8634, 59.5440__34.4018, 60.2994__34.5899, 61.2068__34.7414, 61.4170__34.4622, 63.0789__34.6095, 64.0000__34.4289, 
0.0000__33.5156, 1.1152__33.4192, 1.5774__33.8108, 2.8989__33.8654, 3.4529__33.5605, 5.0522__34.2501, 5.6830__34.0085, 7.1067__34.0068, 8.0897__34.0436, 9.1204__33.7140, 9.9578__33.8937, 11.5201__34.0357, 11.7500__33.8573, 13.4149__34.1430, 14.2293__34.0277, 14.9328__33.6835, 16.1131__33.5034, 16.6617__33.7556, 17.7555__33.6225, 19.1599__33.6747, 20.1263__33.5830, 20.6012__33.3965, 21.6865__33.8584, 22.3963__33.8260, 23.6592__33.9667, 24.4269__33.9377, 25.9517__33.9355, 26.4446__34.0507, 27.9767__33.9739, 28.7935__33.6933, 29.8693__33.5489, 30.4937__33.4698, 31.9200__34.0224, 32.6793__33.8518, 33.4963__33.5749, 34.9756__33.8035, 35.4259__33.9219, 36.4198__34.1299, 37.7811__33.7281, 38.3398__33.7566, 39.6195__33.9422, 40.6067__34.1805, 41.6061__33.8236, 43.1167__34.0990, 43.7477__34.2113, 45.0429__33.9037, 45.5944__34.2848, 47.0485__34.3191, 47.7256__34.0400, 49.0023__34.0395, 49.9151__33.7455, 50.6973__33.3652, 51.6122__33.7330, 53.0960__33.3662, 54.1146__33.6102, 54.8809__33.8064, 55.8998__33.8454, 57.2514__33.8601, 57.9921__33.4438, 59.5098__34.0265, 60.4179__33.6929, 61.0367__33.6903, 61.7226__33.7823, 62.6266__33.3811, 64.0000__34.1471, 
0.0000__32.6100, 0.6805__33.0984, 1.7623__32.9211, 2.9240__32.7622, 3.7322__32.7473, 4.3281__32.4675, 6.2151__32.9576, 6.6607__32.8956, 8.3098__33.0374, 9.1824__33.2558, 10.0604__32.8376, 11.1323__33.0000, 12.0110__33.4564, 13.2283__32.7959, 14.3194__33.2496, 15.5282__32.9140, 16.0132__32.8222, 16.5545__32.8151, 18.3070__32.5867, 18.8033__32.3988, 19.7751__32.6841, 20.7544__33.0658, 21.3579__32.5320, 22.8158__32.7411, 23.4541__32.4266, 24.7373__32.3798, 25.4572__32.5631, 26.7752__32.6380, 27.7255__32.6647, 29.1767__32.5691, 29.5140__32.7040, 30.8573__32.8468, 31.3994__32.5787, 32.6893__32.8900, 33.8318__32.8057, 34.6997__32.8694, 35.5146__33.0282, 36.6230__32.5802, 37.5468__33.0355, 38.5712__33.0351, 39.4916__32.7061, 40.3834__32.8162, 42.0811__32.8295, 42.4965__32.7544, 44.2050__33.0558, 44.7982__33.2776, 45.8628__32.9997, 46.9693__32.7838, 47.8972__32.9029, 48.9313__32.7847, 50.3054__32.5708, 50.5851__32.5709, 51.8520__32.3324, 52.8211__32.5238, 53.9374__32.7151, 54.6604__32.6025, 56.3029__32.4438, 57.0364__32.5786, 58.1510__33.0573, 59.0800__32.6181, 60.7243__32.5869, 60.8949__32.4525, 62.0959__32.5344, 62.4419__32.8537, 64.0000__32.4971, 
0.0000__32.1914, 0.9627__31.3292, 1.7326__31.9330, 3.1058__31.9242, 3.8172__32.0352, 4.6774__31.8223, 6.0460__31.7521, 6.9252__31.7479, 7.7727__31.6831, 9.1591__32.0016, 10.1973__32.1755, 10.9609__32.0246, 12.0951__31.6526, 13.1713__32.2424, 14.1963__31.9025, 15.5946__31.8166, 15.8596__31.9432, 17.1703__31.8189, 18.0458__31.9670, 19.1233__31.9771, 19.5319__31.5492, 20.8288__31.6661, 21.8342__31.6655, 22.3695__31.5846, 24.1823__31.6102, 24.3611__31.5469, 25.4617__31.8209, 26.6850__31.8062, 27.9052__31.5982, 28.9065__31.8138, 29.5606__31.8865, 30.7272__31.8524, 31.7143__32.0914, 32.6764__31.4336, 33.6191__31.3831, 34.5340__31.6203, 35.5039__31.4658, 36.5291__32.0742, 37.5338__31.7077, 38.8348__31.5390, 39.4146__31.6902, 40.7140__31.4341, 41.5944__31.5618, 43.0116__31.6215, 43.4179__31.5656, 44.9498__31.9037, 46.1166__31.7658, 46.8200__31.9636, 48.0588__31.8365, 49.2211__31.4627, 49.7248__31.8687, 51.0003__31.8513, 51.4724__31.8051, 52.8125__31.9811, 54.0476__32.0941, 55.0224__31.6994, 56.1782__31.5085, 56.6850__31.8191, 58.2087__31.5016, 59.5997__31.4800, 60.1734__31.6351, 61.2376__31.7288, 61.5401__31.7703, 63.1686__31.4524, 64.0000__31.2776, 
0.0000__30.4723, 0.8976__30.9217, 1.4010__30.7450, 2.7811__30.8468, 3.7339__31.2299, 4.8476__30.9232, 6.0279__30.8646, 6.9584__30.7186, 7.6963__30.8952, 9.3322__30.6714, 9.8987__30.7172, 11.2709__31.0063, 12.0213__31.1590, 13.2690__30.5986, 14.3180__30.8283, 15.3624__31.0687, 16.1322__30.7681, 16.9812__30.7619, 17.8874__30.9314, 19.2130__30.9799, 20.1105__30.9380, 20.7038__30.4552, 21.4559__30.4707, 22.9862__30.3084, 23.5843__30.4260, 24.4742__31.0349, 25.3153__30.5656, 26.7398__30.7912, 28.1927__30.5556, 28.6118__30.4318, 29.7618__30.4449, 30.5903__30.4618, 31.6055__30.3412, 32.8529__30.9746, 33.6002__30.8357, 34.7543__30.7289, 35.3044__30.8193, 36.6212__30.4045, 37.7884__30.4463, 38.4119__30.7144, 39.6757__30.6125, 40.5526__30.8240, 41.6712__30.7726, 42.8049__30.7610, 43.4442__31.0403, 45.2296__30.3042, 45.6453__30.3383, 46.9654__30.3811, 47.8986__30.5158, 49.2743__30.9148, 49.6777__30.5508, 51.0334__30.7972, 51.6759__30.5835, 52.7467__30.5157, 53.7343__30.8032, 55.3312__30.8835, 55.8305__31.0943, 57.2434__30.7158, 58.2485__30.4162, 59.4509__30.6465, 60.1612__30.7227, 60.9463__30.8943, 62.0398__30.6912, 62.9789__30.7631, 64.0000__31.1211, 
0.0000__30.4030, 0.8629__30.0178, 1.8678__29.9675, 2.4303__29.7907, 3.9717__29.9761, 4.7812__30.1743, 6.3018__29.8494, 6.7400__29.8013, 7.9813__29.5968, 8.9069__29.9139, 9.9664__30.0988, 10.7910__30.0647, 12.4178__29.8516, 13.4018__29.8231, 13.9199__29.8865, 15.4796__29.9206, 16.2830__29.9674, 16.7866__30.0026, 18.1392__29.8889, 18.9920__29.7530, 20.2511__29.6945, 20.6827__30.1547, 21.8325__29.7024, 22.7221__29.5693, 23.4611__29.7668, 24.6455__29.6728, 25.4064__29.9575, 27.0822__29.4100, 27.6449__29.9104, 29.0309__30.0592, 29.5824__29.6702, 30.5554__29.8646, 31.6746__29.8924, 32.5544__29.4743, 33.7723__29.5046, 34.5124__29.6994, 35.7071__29.4865, 36.5545__29.5830, 37.7356__29.6363, 38.2903__29.5467, 39.8570__29.5624, 40.2144__29.5802, 42.0088__29.7016, 42.4899__29.7415, 43.9619__29.4178, 45.1661__29.8571, 46.0372__29.3512, 46.7762__29.4137, 47.7128__29.6802, 49.1135__29.6241, 50.0420__29.9136, 50.8289__29.4781, 51.7829__29.5845, 52.4457__29.8185, 53.9309__29.7092, 54.9068__29.8202, 55.8169__29.7990, 57.4464__29.9655, 58.3175__29.9314, 59.0923__30.1019, 60.2578__30.4163, 61.1201__29.9690, 61.7228__29.9768, 62.7536__30.3702, 64.0000__30.0313, 
0.0000__28.8626, 1.3871__29.0610, 1.7227__28.9338, 2.8348__29.0746, 3.4890__28.9161, 5.1116__28.6651, 5.8450__29.1343, 7.2158__28.9807, 7.6298__28.9821, 8.9860__29.0401, 9.8694__28.8716, 11.2333__28.6253, 12.1392__28.6791, 13.4743__28.7684, 13.8143__28.7704, 15.3975__28.9355, 16.2208__29.0026, 17.0966__28.7448, 18.0896__28.6597, 19.1244__28.6818, 19.7897__29.2170, 20.8654__28.7944, 21.4348__28.7699, 22.8940__29.0453, 23.3726__28.6379, 24.4544__28.9928, 25.6996__28.4276, 26.6999__29.1231, 27.6550__28.9623, 28.7043__28.7271, 29.8216__29.2232, 30.6077__28.6217, 31.7655__28.5798, 32.8365__28.7190, 33.5832__28.5529, 34.8211__28.1958, 35.3860__28.2906, 36.7331__28.2190, 37.3886__28.3603, 38.7208__28.2889, 39.1597__28.3366, 40.7134__28.5818, 41.5628__28.4159, 42.8531__28.4624, 44.0195__28.2716, 44.7554__28.1616, 46.0847__28.5718, 46.5513__28.7109, 48.0826__28.4969, 48.6917__28.5882, 50.0598__28.6156, 50.8134__29.0119, 51.5964__29.0822, 52.7380__28.8631, 53.8489__28.7973, 54.7847__28.9887, 56.3048__28.6945, 56.9126__28.6803, 58.2562__29.2101, 59.0805__29.0440, 60.3508__28.7471, 61.0290__29.5588, 62.0128__29.3183, 62.6159__28.7841, 64.0000__29.2667, 
0.0000__27.6773, 1.0284__27.9244, 1.8755__28.2302, 2.9004__27.7625, 3.5802__27.7639, 5.2062__27.8094, 5.7575__27.5114, 7.0104__27.9831, 7.9667__27.7965, 8.9322__27.5213, 10.0016__27.6263, 11.2941__27.6681, 12.1489__27.5831, 13.0086__27.8908, 14.3067__27.8403, 14.7637__27.6913, 16.5903__27.8712, 17.1447__27.8601, 18.1450__27.8089, 18.7820__28.2049, 19.8202__27.9120, 20.9571__27.8867, 21.4153__27.9456, 22.7082__27.8877, 23.7301__28.1742, 24.5662__27.5230, 25.5262__27.8296, 26.7175__27.3316, 27.8195__27.7719, 28.4658__28.1208, 29.9995__27.5502, 30.8265__27.6007, 31.5255__27.5774, 32.8285__27.6780, 33.9004__27.4658, 34.6538__27.7086, 35.6414__27.4827, 36.5109__27.3112, 37.3014__27.4791, 38.7341__27.4777, 39.2033__27.3513, 40.4403__27.2980, 41.9286__27.3529, 42.8638__27.0315, 43.6820__27.2782, 45.0334__27.4021, 45.6912__27.0495, 46.8082__26.9889, 47.6534__27.3852, 48.7471__27.5837, 49.8116__27.6211, 50.5950__27.5886, 51.5852__27.8422, 53.0381__27.8816, 53.6817__27.7733, 55.2069__27.4263, 55.8458__27.6081, 57.0176__27.9563, 57.8275__27.7787, 59.3949__28.0084, 59.9729__28.4633, 60.8927__28.2667, 62.1111__28.2863, 62.8508__28.4636, 64.0000__27.8280, 
0.0000__26.9250, 0.7044__27.0122, 1.8956__26.9781, 3.1507__27.1061, 3.5100__26.9336, 5.2633__27.0850, 6.0518__27.0831, 6.8638__26.5851, 8.1727__26.7693, 8.7130__27.0056, 10.1242__27.0490, 11.1262__27.0580, 12.1822__27.3441, 13.1221__26.8812, 14.0198__26.7973, 15.0268__26.9672, 16.0827__26.9317, 17.1823__27.3445, 18.0164__27.3949, 18.6241__27.2443, 20.2055__27.5073, 20.8521__27.2380, 21.8580__27.0594, 22.3735__26.9802, 23.9622__26.8920, 24.6387__27.4323, 25.8564__26.6941, 26.6604__26.7500, 27.7185__26.4992, 28.5475__26.3872, 29.8825__26.8975, 30.8906__26.7586, 31.6077__26.6665, 32.6775__26.7723, 34.0768__26.9014, 34.5037__26.5870, 35.9471__26.5688, 36.2807__26.7152, 37.4152__26.9072, 38.6035__27.0387, 39.7167__26.7963, 40.3511__26.4248, 41.8148__26.3125, 42.8570__26.8340, 43.9944__26.3069, 44.7418__26.3053, 46.0246__26.5113, 46.4931__26.4381, 47.5634__26.5297, 48.5414__26.6023, 49.7940__26.7161, 50.6915__26.6636, 51.1435__26.6807, 53.0762__27.1858, 53.9196__26.9322, 55.2432__26.9273, 55.7527__26.8462, 57.0609__26.6465, 57.6520__26.9147, 59.1278__27.2312, 60.0403__27.0018, 61.1131__27.5313, 61.9310__27.3961, 62.8054__26.9231, 64.0000__27.5148, 
0.0000__26.0973, 0.7762__25.9709, 2.0284__25.8119, 2.8287__25.9155, 4.1454__25.8643, 4.7300__25.6232, 6.1795__25.8644, 6.8509__26.2304, 7.9651__26.3316, 8.8507__26.1639, 10.1393__25.8440, 10.9975__25.8529, 12.2319__25.5708, 13.4311__25.8666, 14.0898__25.6503, 14.9969__25.6772, 16.0444__25.7874, 17.0276__25.6305, 17.9791__25.8297, 18.7033__26.1715, 19.9039__26.1644, 21.3192__26.3710, 21.6874__26.3731, 23.0653__26.1804, 23.5640__25.9471, 24.7761__25.5571, 26.0442__26.0963, 26.8486__25.5828, 27.6144__25.7118, 28.5335__25.9157, 29.6283__25.6690, 31.0727__25.8313, 31.5825__25.7424, 33.0104__25.3955, 33.6423__25.3685, 34.9261__25.5917, 35.3440__25.7213, 36.4115__26.0453, 37.3267__25.8340, 38.7541__25.8798, 39.7408__26.2374, 41.1283__25.9046, 41.3917__25.7211, 43.1655__25.4719, 43.9959__25.6625, 44.5319__25.8109, 46.0844__25.7295, 46.5621__25.6787, 47.4429__25.7402, 48.4755__25.9217, 49.7537__25.9218, 50.6379__26.2298, 51.5345__25.9240, 52.3137__25.5581, 54.2041__26.1017, 54.8686__26.2135, 56.0991__26.3527, 56.9690__26.3134, 57.6119__26.1887, 59.2454__25.7628, 59.8747__26.0157, 60.6310__26.1677, 62.4034__26.3184, 62.7114__26.4416, 64.0000__25.9247, 
0.0000__24.9807, 0.8443__25.0463, 2.0927__25.1075, 2.9672__24.8004, 4.2246__24.6413, 4.5531__24.8310, 5.9118__24.9490, 6.6639__24.8930, 7.9922__24.9655, 9.2274__24.9085, 10.3695__24.5992, 11.1596__24.2530, 12.0921__24.4831, 13.2392__24.5181, 14.1079__24.6579, 14.8440__24.7614, 16.2009__24.9188, 17.0598__24.8539, 17.6841__24.9294, 18.4745__25.1805, 19.9661__25.0379, 21.2504__24.9093, 21.9005__24.7987, 22.9948__24.8789, 23.5953__25.0391, 24.9346__25.2170, 25.9092__24.7599, 27.0299__25.0295, 27.5491__24.8019, 28.5483__24.6347, 29.8359__24.7615, 30.9045__25.0767, 31.9324__24.9526, 32.9321__24.7027, 33.6482__24.7442, 34.5116__24.8945, 35.7288__24.8283, 36.1216__24.4932, 37.5802__24.7988, 38.7854__24.4937, 39.7651__24.3010, 40.6138__24.9232, 42.0792__24.8734, 42.7078__24.8978, 44.0477__25.1795, 44.6016__24.8448, 45.9556__25.1549, 46.7964__25.0574, 47.4330__24.7452, 48.5832__24.4759, 49.2361__24.8327, 50.6455__25.1226, 51.9414__25.0662, 52.4607__24.8514, 53.7580__24.8241, 55.1335__24.8131, 55.8495__24.6360, 56.9840__24.9596, 57.9995__24.7861, 59.0884__25.0585, 59.7119__25.0719, 60.8135__24.8333, 61.6998__25.1612, 62.9555__25.2035, 64.0000__25.3676, 
0.0000__23.8524, 1.0489__23.5576, 1.7364__23.6362, 3.4489__23.7158, 3.8304__23.8985, 4.9266__23.7584, 5.6148__23.5571, 7.0570__23.5627, 7.9590__23.3242, 8.9189__23.5229, 10.5825__23.8526, 11.2865__23.8030, 12.0476__23.6236, 13.1355__23.7148, 14.1363__23.6878, 14.6959__23.6972, 15.9685__23.8395, 17.1225__23.6030, 17.4078__23.7445, 18.8648__23.8588, 19.9229__23.6562, 21.1056__24.0155, 21.8741__24.3435, 23.0045__24.2945, 23.7226__23.9966, 24.8632__23.5833, 26.0400__23.9615, 26.9423__23.7599, 27.8009__23.9019, 28.5917__23.7603, 29.6923__23.5984, 30.5218__23.9446, 32.1930__24.2656, 33.0175__24.1024, 33.8008__23.9295, 34.6256__23.5701, 35.5290__23.7925, 36.4083__23.9539, 37.1277__23.5291, 39.0284__23.7380, 39.5039__24.0262, 40.9037__23.5711, 41.6820__23.5457, 43.1924__23.5597, 43.9473__23.5442, 44.7823__23.8455, 45.6875__23.7183, 46.7197__24.2136, 47.9748__24.0497, 48.4072__24.0301, 49.0714__24.0361, 50.6050__23.8763, 51.9851__23.9322, 52.4590__23.9375, 53.7402__24.0086, 55.3259__23.8655, 55.7118__23.9382, 56.9894__23.8034, 57.8726__23.9082, 59.1642__23.6430, 59.8238__23.9478, 61.0114__23.9961, 61.4641__23.7564, 62.8555__24.0907, 64.0000__23.9162, 
0.0000__22.4749, 0.7779__22.6128, 1.9859__22.6046, 3.1554__22.5719, 4.0650__22.4176, 4.9029__22.4463, 5.5606__22.6959, 7.0232__22.9432, 8.0815__23.1393, 8.8750__22.8106, 10.3168__22.7103, 11.3233__22.8627, 12.1100__23.0888, 13.3366__22.7643, 13.8312__23.0220, 15.0752__22.9242, 15.7561__22.5823, 16.9865__23.1287, 17.6642__22.8636, 18.7782__22.5421, 19.9517__22.6666, 20.5008__22.8302, 22.0633__22.7795, 22.6293__23.0377, 24.2973__23.1323, 24.5818__23.2446, 26.1051__23.2290, 26.9439__23.3084, 27.8301__23.2573, 28.7751__22.9720, 29.3769__23.0594, 30.8257__22.8538, 31.5975__22.7655, 33.3066__23.1829, 33.8466__23.0826, 34.9129__23.0849, 35.4011__22.7211, 36.2469__22.9864, 37.8485__22.9638, 38.3907__22.7626, 39.9846__22.4708, 40.8322__22.6429, 41.3696__22.8410, 43.1384__22.6868, 43.6311__23.0235, 44.8233__23.0438, 45.4654__23.3435, 46.9721__22.8329, 47.4553__23.2717, 48.5010__23.7228, 49.3390__23.3048, 50.7537__23.0768, 51.8918__23.2598, 52.6163__23.2227, 53.7761__22.8557, 55.1953__23.1155, 55.7850__22.9859, 56.9011__23.1493, 58.1167__22.8182, 58.8998__22.8544, 59.4983__23.1337, 61.1779__23.0330, 61.5904__22.9311, 62.8362__22.5845, 64.0000__22.8483, 
0.0000__22.4229, 1.0912__21.7983, 1.6416__21.9983, 3.2965__22.0349, 4.1259__21.8042, 4.7249__21.9096, 5.5625__21.9287, 6.9210__21.9335, 8.2050__21.3331, 9.2630__21.3220, 10.0616__21.3620, 10.9084__21.9285, 12.3844__21.6858, 13.0702__22.0592, 13.9665__21.9322, 15.2299__21.6501, 15.8195__21.7193, 16.6322__21.3905, 17.9917__21.7530, 18.8529__21.6040, 19.3419__21.9329, 20.8401__22.1103, 21.7944__22.0109, 22.8543__21.8380, 23.5877__21.9512, 24.9534__22.0297, 25.7277__22.0052, 27.0831__22.0489, 27.8082__22.2513, 28.7684__22.6634, 29.7904__22.2180, 30.8722__22.0179, 31.7208__21.9161, 32.7225__21.9064, 34.1143__22.0942, 34.7734__22.0336, 35.7029__22.2742, 35.9860__21.9491, 37.7846__22.2024, 38.7952__21.8669, 39.5189__21.6379, 40.6154__22.1819, 41.3673__21.8422, 42.9449__22.1422, 43.5408__22.1450, 44.5829__22.5240, 45.9014__21.9055, 46.7970__22.2432, 47.2813__22.2154, 48.3675__21.7514, 49.6195__22.0878, 50.8050__21.9359, 51.7503__21.8494, 52.7391__21.8777, 53.7710__22.1408, 55.0981__22.0470, 55.9299__22.2296, 56.7355__22.0964, 58.4455__22.1180, 58.7780__21.8457, 59.7669__21.6380, 60.6391__21.9473, 62.1565__21.7022, 62.5380__21.6792, 64.0000__21.9422, 
0.0000__20.2921, 0.9191__20.9822, 1.6391__21.0403, 3.3308__21.1294, 4.1499__21.3281, 4.8233__21.3137, 5.9825__20.8013, 7.0165__20.3124, 8.4104__20.5115, 9.1470__20.5100, 9.8148__20.7790, 10.8837__20.5940, 12.1695__20.8906, 12.8877__20.8941, 14.0283__20.9881, 15.2553__21.0323, 15.9389__21.0528, 16.8759__20.9946, 17.8896__20.7113, 18.5620__21.2555, 19.5289__21.0807, 20.8414__20.7925, 21.5142__21.0269, 23.0255__21.5085, 23.7782__21.0072, 24.7979__21.1672, 25.9442__21.2410, 26.8890__21.1900, 27.9788__21.0816, 28.7989__20.7877, 29.9357__21.0063, 30.7960__21.1444, 31.7928__21.1925, 32.6590__21.1597, 34.0305__21.1250, 34.6801__21.3436, 35.5188__21.4209, 36.5779__21.5988, 37.2927__21.2701, 38.9295__21.0264, 39.5558__20.9814, 40.8980__20.9991, 41.2969__21.0984, 42.8526__20.9194, 43.2877__21.3604, 44.8614__20.9107, 45.9863__21.2958, 46.5814__21.1535, 47.8377__21.2247, 48.2247__21.2563, 49.9160__21.0952, 50.6577__21.1830, 52.0030__21.1782, 52.7289__20.8542, 53.8405__20.5812, 54.7208__20.9227, 55.9216__21.1237, 56.9344__21.0557, 58.1559__21.2212, 59.2879__21.3002, 59.7993__21.0748, 60.9385__20.7187, 61.9949__20.8604, 62.6690__20.8568, 64.0000__20.5103, 
0.0000__20.2310, 0.6044__19.9747, 2.0740__19.7333, 2.7449__19.7887, 4.2276__19.9079, 4.8308__19.8905, 6.4668__20.0272, 7.4007__19.7156, 8.3301__19.6134, 8.8440__20.0935, 10.1220__19.8272, 10.6263__19.8511, 12.0772__19.9125, 13.2789__19.7797, 13.8164__19.6589, 15.0455__19.9915, 15.9031__20.2133, 16.9611__20.0559, 17.7025__20.4096, 18.4903__20.2171, 19.7090__20.5124, 20.8695__20.6513, 21.6671__20.2111, 22.6945__19.8348, 24.2261__19.9961, 24.4067__19.9041, 26.1111__20.4260, 27.0601__20.0969, 27.8971__20.2747, 28.8566__20.7124, 30.0066__20.3786, 30.6769__20.2505, 31.9666__20.1334, 32.5630__20.1040, 33.7943__20.4391, 34.6801__20.4712, 35.5507__20.3710, 36.3846__20.2812, 37.9307__20.5150, 38.8279__20.2400, 39.7471__20.4491, 40.5773__20.7062, 41.7476__20.4056, 42.5007__20.4880, 44.0725__19.8313, 44.7066__19.6449, 45.7045__19.6334, 46.8079__19.5791, 47.1880__19.8820, 48.9679__19.7181, 49.4699__19.6747, 50.9789__19.6633, 51.5748__19.8358, 53.1748__20.0226, 53.5686__20.1147, 54.7377__20.1015, 55.7926__19.9694, 56.8625__20.2826, 58.1995__20.1054, 59.3398__19.8575, 59.8643__19.8321, 60.8967__20.0732, 61.8328__20.1992, 62.9322__20.1278, 64.0000__20.0905, 
0.0000__18.4678, 0.9552__18.8570, 1.9950__18.8857, 2.8476__18.8941, 3.8350__18.9802, 5.3104__18.7642, 5.9233__18.5695, 7.4658__18.5349, 7.7007__19.1365, 9.0560__19.0547, 10.1068__19.1621, 10.8431__18.9578, 12.2662__19.0639, 13.2865__19.1343, 14.1265__18.9453, 14.4368__18.7889, 15.6582__18.8039, 16.8688__19.4231, 17.8103__19.1307, 18.3476__19.3932, 19.9534__19.0362, 20.6932__18.7884, 22.0325__19.1675, 22.8389__19.0019, 23.9457__19.2174, 24.8324__19.2089, 25.3160__18.9299, 27.1905__19.3550, 27.4653__19.4764, 28.9729__18.8744, 30.0028__19.3886, 30.9908__19.2444, 31.6738__19.4397, 32.7485__19.5689, 33.5558__19.2188, 34.7829__19.4373, 35.4373__19.6447, 36.7663__19.5032, 37.6106__19.2212, 39.0892__19.6286, 39.5504__19.3675, 40.7998__18.8806, 41.5072__19.1658, 43.0398__18.8002, 44.0509__18.9360, 44.5769__19.1808, 45.9672__18.9394, 46.5661__19.0319, 47.5696__18.7042, 48.5516__18.6035, 49.7121__18.6569, 50.5826__18.6176, 51.5185__18.9122, 52.9282__18.9903, 53.6336__19.0593, 54.9081__18.8105, 55.3227__19.1030, 57.1131__19.0871, 58.3631__18.8229, 59.1468__19.2028, 60.1866__19.0927, 60.7414__18.6479, 61.7733__18.6733, 62.8064__18.9373, 64.0000__19.0699, 
0.0000__18.1039, 0.8239__17.9073, 2.0141__17.8790, 2.7204__18.0361, 4.1657__17.7710, 5.1934__17.7671, 6.2711__17.6308, 6.8968__17.8858, 7.8733__17.7909, 8.5906__17.5728, 10.0465__17.8119, 10.8531__18.0446, 11.8773__18.2904, 13.5588__18.0121, 13.8338__18.3525, 14.9231__18.3768, 15.2073__18.1464, 16.9790__18.1063, 17.6799__18.7593, 18.5141__18.4056, 20.1071__18.0992, 20.5183__18.2276, 22.1085__18.0536, 22.9105__18.0668, 23.7624__18.0154, 24.7425__18.4240, 25.6068__18.4909, 26.6560__18.1152, 28.0621__18.0960, 28.7657__18.1889, 29.7792__18.1875, 30.8439__18.6634, 31.6174__18.7249, 32.7952__18.6235, 33.7088__18.6866, 34.5087__18.5994, 35.7394__18.4529, 36.8909__18.2121, 37.3503__18.3945, 39.1086__18.2937, 40.0005__18.3031, 40.7417__18.4406, 41.7726__18.0142, 43.0277__18.0627, 43.9388__18.1319, 44.7800__17.6290, 45.4258__17.9003, 46.9473__17.9608, 47.8487__17.8266, 48.3709__17.7349, 49.8336__17.7608, 50.2772__17.9446, 51.8421__17.6370, 52.2256__17.8578, 54.0779__18.1146, 54.5426__18.3927, 55.6381__18.2585, 57.1315__17.8509, 58.1852__18.2328, 59.1685__18.0280, 60.2412__18.2534, 61.0539__18.3252, 61.8180__17.9255, 62.7741__17.7217, 64.0000__17.5802, 
